86 1 -48 -1
85 1 -46 -1
85 1 -47 -1
85 1 -48 -1
84 1 -18 -1
84 1 -46 -1
82 1 -16 -1
76 1 4 -1
76 1 2 -1
76 1 -10 -1
76 1 -38 -1
75 1 6 -1
75 1 5 -1
75 1 4 -1
75 1 -38 -1
75 1 -37 -1
75 1 -10 -1
75 1 -9 -1
75 1 3 -1
75 1 -58 -1
75 1 -36 -1
75 1 -8 -1
75 1 2 -1
73 1 -34 -1
73 1 -35 -1
73 1 -36 -1
83 1 -16 -1
83 1 -17 -1
83 1 -18 -1
83 1 -66 -1
60 1 20 -1
58 1 22 -1
58 1 8 -1
56 1 24 -1
56 1 10 -1
55 1 12 -1
55 1 11 -1
55 1 10 -1
55 1 -38 -1
54 1 12 -1
74 1 6 -1
74 1 4 -1
74 1 -8 -1
74 1 -36 -1
50 1 -8 -1
50 1 -10 -1
50 1 -12 -1
49 1 -6 -1
49 1 -8 -1
49 1 -9 -1
49 1 -10 -1
49 1 -11 -1
49 1 -7 -1
49 1 -12 -1
57 1 24 -1
57 1 10 -1
57 1 9 -1
57 1 23 -1
57 1 8 -1
57 1 22 -1
57 1 -40 -1
42 1 24 -1
42 1 2 -1
42 1 12 -1
42 1 -4 -1
41 1 25 -1
41 1 -4 -1
41 1 -3 -1
41 1 24 -1
41 1 13 -1
41 1 26 -1
41 1 -24 -1
41 1 14 -1
41 1 -2 -1
41 1 2 -1
41 1 3 -1
41 1 4 -1
41 1 12 -1
40 1 26 -1
40 1 4 -1
40 1 14 -1
40 1 -2 -1
17 1 0 -1
14 1 76 -1
14 1 52 -1
14 1 66 -1
14 1 50 -1
14 1 32 -1
14 1 24 -1
13 1 76 -1
13 1 68 -1
13 1 67 -1
13 1 77 -1
13 1 66 -1
13 1 53 -1
13 1 24 -1
13 1 25 -1
13 1 52 -1
13 1 54 -1
13 1 4 -1
13 1 26 -1
13 1 33 -1
13 1 78 -1
13 1 32 -1
13 1 50 -1
13 1 51 -1
13 1 34 -1
11 1 78 -1
11 1 70 -1
11 1 69 -1
11 1 79 -1
11 1 68 -1
11 1 55 -1
11 1 26 -1
11 1 27 -1
11 1 54 -1
11 1 56 -1
11 1 6 -1
11 1 28 -1
11 1 35 -1
11 1 80 -1
11 1 34 -1
11 1 52 -1
11 1 53 -1
11 1 36 -1
10 1 80 -1
10 1 68 -1
10 1 56 -1
10 1 70 -1
10 1 54 -1
10 1 36 -1
10 1 28 -1
9 1 72 -1
9 1 71 -1
9 1 70 -1
9 1 28 -1
9 1 29 -1
9 1 56 -1
9 1 57 -1
9 1 69 -1
9 1 8 -1
9 1 30 -1
9 1 58 -1
9 1 68 -1
8 1 80 -1
8 1 74 -1
8 1 72 -1
8 1 70 -1
8 1 58 -1
8 1 44 -1
8 1 48 -1
8 1 4 -1
8 1 14 -1
8 1 42 -1
8 1 6 -1
8 1 56 -1
8 1 8 -1
8 1 82 -1
8 1 10 -1
8 1 38 -1
8 1 12 -1
8 1 40 -1
8 1 30 -1
7 1 83 -1
7 1 82 -1
7 1 81 -1
7 1 80 -1
7 1 73 -1
