0 1 
7 0 

0 1 
6 0 

0 1 
5 0 

0 1 
4 0 

0 1 
3 0 

0 1 
2 0 

0 1 
1 0 

627 1 
0 0 

626 1 
0 0 

625 1 
0 0 

624 1 
0 0 

623 1 
0 0 

622 1 
0 0 

621 1 
0 0 

620 1 
0 0 

619 1 
0 0 

618 1 
0 0 

617 1 
0 0 

616 1 
0 0 

615 1 
0 0 

614 1 
0 0 

613 1 
0 0 

612 1 
0 0 

611 1 
0 0 

610 1 
0 0 

609 1 
0 0 

608 1 
0 0 

607 1 
0 0 

606 1 
0 0 

605 1 
0 0 

604 1 
0 0 

603 1 
0 0 

602 1 
0 0 

627 1 
1 0 

626 1 
1 0 

625 1 
1 0 

624 1 
1 0 

623 1 
1 0 

622 1 
1 0 

621 1 
1 0 

620 1 
1 0 

619 1 
1 0 

618 1 
1 0 

617 1 
1 0 

616 1 
1 0 

615 1 
1 0 

614 1 
1 0 

613 1 
1 0 

612 1 
1 0 

611 1 
1 0 

610 1 
1 0 

609 1 
1 0 

608 1 
1 0 

607 1 
1 0 

606 1 
1 0 

605 1 
1 0 

604 1 
1 0 

603 1 
1 0 

602 1 
5 0 

602 1 
4 0 

602 1 
3 0 

603 1 
5 0 

603 1 
4 0 

603 1 
3 0 

627 1 
2 0 

626 1 
2 0 

625 1 
2 0 

624 1 
2 0 

623 1 
2 0 

622 1 
2 0 

621 1 
2 0 

620 1 
2 0 

619 1 
2 0 

618 1 
2 0 

617 1 
2 0 

616 1 
2 0 

615 1 
2 0 

614 1 
2 0 

613 1 
2 0 

612 1 
2 0 

611 1 
2 0 

610 1 
2 0 

609 1 
2 0 

608 1 
2 0 

607 1 
2 0 

606 1 
2 0 

605 1 
2 0 

627 1 
3 0 

626 1 
3 0 

625 1 
3 0 

624 1 
3 0 

623 1 
3 0 

622 1 
3 0 

621 1 
3 0 

620 1 
3 0 

619 1 
3 0 

618 1 
3 0 

617 1 
3 0 

616 1 
3 0 

615 1 
3 0 

614 1 
3 0 

613 1 
3 0 

612 1 
3 0 

611 1 
3 0 

610 1 
3 0 

609 1 
3 0 

608 1 
3 0 

607 1 
3 0 

606 1 
3 0 

605 1 
3 0 

604 1 
5 0 

605 1 
5 0 

627 1 
4 0 

625 1 
4 0 

623 1 
4 0 

621 1 
4 0 

619 1 
4 0 

617 1 
4 0 

616 1 
4 0 

615 1 
4 0 

613 1 
4 0 

611 1 
4 0 

609 1 
4 0 

608 1 
4 0 

607 1 
4 0 

627 1 
5 0 

626 1 
5 0 

624 1 
5 0 

623 1 
5 0 

622 1 
5 0 

621 1 
5 0 

620 1 
5 0 

619 1 
5 0 

618 1 
5 0 

617 1 
5 0 

616 1 
5 0 

615 1 
5 0 

614 1 
5 0 

613 1 
5 0 

612 1 
5 0 

611 1 
5 0 

610 1 
5 0 

609 1 
5 0 

608 1 
5 0 

607 1 
5 0 

606 1 
5 0 

606 1 
4 0 

605 1 
4 0 

604 1 
4 0 

604 1 
3 0 

604 1 
2 0 

603 1 
2 0 

602 1 
2 0 

602 1 
1 0 

601 1 
1 0 

601 1 
0 0 

600 1 
0 0 

599 1 
0 0 

598 1 
0 0 

597 1 
0 0 

596 1 
0 0 

595 1 
0 0 

594 1 
0 0 

593 1 
0 0 

592 1 
0 0 

591 1 
0 0 

590 1 
0 0 

589 1 
0 0 

588 1 
0 0 

587 1 
0 0 

586 1 
0 0 

585 1 
0 0 

584 1 
0 0 

583 1 
0 0 

582 1 
0 0 

581 1 
0 0 

580 1 
0 0 

579 1 
0 0 

578 1 
0 0 

577 1 
0 0 

576 1 
0 0 

575 1 
0 0 

574 1 
0 0 

573 1 
0 0 

572 1 
0 0 

571 1 
0 0 

570 1 
0 0 

569 1 
0 0 

568 1 
0 0 

567 1 
0 0 

566 1 
0 0 

565 1 
0 0 

564 1 
0 0 

563 1 
0 0 

562 1 
0 0 

561 1 
0 0 

560 1 
0 0 

559 1 
0 0 

558 1 
0 0 

600 1 
2 0 

599 1 
1 0 

598 1 
1 0 

625 1 
5 0 

597 1 
1 0 

596 1 
1 0 

595 1 
1 0 

594 1 
1 0 

593 1 
1 0 

592 1 
1 0 

591 1 
1 0 

590 1 
1 0 

589 1 
1 0 

588 1 
1 0 

587 1 
1 0 

586 1 
1 0 

585 1 
1 0 

584 1 
1 0 

583 1 
1 0 

582 1 
1 0 

581 1 
1 0 

580 1 
1 0 

579 1 
1 0 

578 1 
1 0 

577 1 
1 0 

576 1 
1 0 

575 1 
1 0 

574 1 
1 0 

573 1 
1 0 

572 1 
1 0 

571 1 
1 0 

570 1 
1 0 

569 1 
1 0 

568 1 
1 0 

567 1 
1 0 

566 1 
1 0 

565 1 
1 0 

564 1 
1 0 

563 1 
1 0 

562 1 
1 0 

561 1 
1 0 

560 1 
1 0 

559 1 
1 0 

558 1 
3 0 

559 1 
3 0 

598 1 
2 0 

597 1 
2 0 

596 1 
2 0 

595 1 
2 0 

594 1 
2 0 

593 1 
2 0 

592 1 
2 0 

591 1 
2 0 

590 1 
2 0 

589 1 
2 0 

588 1 
2 0 

587 1 
2 0 

586 1 
2 0 

585 1 
2 0 

584 1 
2 0 

583 1 
2 0 

582 1 
2 0 

581 1 
2 0 

580 1 
2 0 

579 1 
2 0 

578 1 
2 0 

577 1 
2 0 

576 1 
2 0 

575 1 
2 0 

574 1 
2 0 

573 1 
2 0 

572 1 
2 0 

571 1 
2 0 

570 1 
2 0 

569 1 
2 0 

568 1 
2 0 

567 1 
2 0 

566 1 
2 0 

565 1 
2 0 

564 1 
2 0 

563 1 
2 0 

562 1 
2 0 

561 1 
2 0 

599 1 
3 0 

598 1 
3 0 

597 1 
3 0 

596 1 
3 0 

595 1 
3 0 

594 1 
3 0 

593 1 
3 0 

592 1 
3 0 

591 1 
3 0 

590 1 
3 0 

589 1 
3 0 

588 1 
3 0 

587 1 
3 0 

586 1 
3 0 

585 1 
3 0 

584 1 
3 0 

583 1 
3 0 

582 1 
3 0 

581 1 
3 0 

580 1 
3 0 

