41 0 7 1
90 0 -80 1
90 0 -81 1
90 0 -83 1
90 0 -78 1
90 0 -79 1
90 0 -84 1
90 0 -77 1
90 0 -85 1
39 0 45 1
39 0 35 1
39 0 9 1
39 0 33 1
39 0 1 1
39 0 -29 1
39 0 -31 1
39 0 -27 1
39 0 -33 1
37 0 47 1
37 0 37 1
37 0 11 1
37 0 35 1
37 0 3 1
37 0 -27 1
37 0 -29 1
37 0 -25 1
37 0 -31 1
44 0 -3 1
44 0 -4 1
44 0 -5 1
38 0 1 1
38 0 -28 1
38 0 -26 1
38 0 -30 1
38 0 -25 1
38 0 -31 1
38 0 -32 1
38 0 35 1
38 0 -33 1
38 0 2 1
38 0 3 1
38 0 -27 1
38 0 9 1
38 0 37 1
38 0 10 1
38 0 47 1
38 0 11 1
38 0 33 1
38 0 34 1
38 0 36 1
38 0 -29 1
38 0 45 1
38 0 46 1
65 0 17 1
65 0 9 1
65 0 -25 1
65 0 -55 1
65 0 -11 1
65 0 -57 1
65 0 -9 1
65 0 -53 1
65 0 -59 1
82 0 -75 1
82 0 -76 1
82 0 -77 1
42 0 7 1
42 0 6 1
42 0 5 1
23 0 -17 1
20 0 -13 1
20 0 -14 1
20 0 -15 1
8 0 -3 1
6 0 -1 1
14 0 -7 1
14 0 -8 1
14 0 -9 1
18 0 -11 1
18 0 -12 1
18 0 -13 1
56 0 -49 1
56 0 -50 1
56 0 -51 1
10 0 -5 1
11 0 -5 1
12 0 -5 1
12 0 -6 1
12 0 -7 1
13 0 -7 1
15 0 -9 1
43 0 5 1
43 0 -3 1
88 0 -81 1
88 0 -82 1
88 0 -83 1
4 0 1 1
22 0 -15 1
22 0 -16 1
22 0 -17 1
19 0 -13 1
50 0 -43 1
50 0 -44 1
50 0 -45 1
49 0 -43 1
17 0 65 1
17 0 57 1
17 0 39 1
17 0 1 1
17 0 -9 1
17 0 37 1
17 0 -7 1
17 0 -5 1
17 0 -1 1
17 0 -11 1
17 0 41 1
17 0 23 1
45 0 -5 1
45 0 -35 1
45 0 -33 1
45 0 -39 1
46 0 -36 1
46 0 -37 1
46 0 -39 1
46 0 -34 1
46 0 -35 1
46 0 -40 1
46 0 -33 1
46 0 -41 1
47 0 -37 1
47 0 -35 1
47 0 -41 1
48 0 -41 1
48 0 -42 1
48 0 -43 1
51 0 -45 1
52 0 -45 1
52 0 -46 1
52 0 -47 1
53 0 -13 1
53 0 -47 1
55 0 -15 1
55 0 -49 1
57 0 -51 1
63 0 -53 1
63 0 -51 1
63 0 -57 1
21 0 -15 1
64 0 -54 1
64 0 -55 1
64 0 -57 1
64 0 -52 1
64 0 -53 1
64 0 -58 1
64 0 -51 1
64 0 -59 1
66 0 -27 1
66 0 -56 1
66 0 17 1
66 0 -57 1
66 0 -54 1
66 0 -58 1
66 0 -55 1
66 0 -53 1
66 0 -59 1
66 0 -60 1
66 0 -11 1
66 0 7 1
66 0 -26 1
66 0 -25 1
66 0 -13 1
66 0 -12 1
66 0 -10 1
66 0 -61 1
66 0 15 1
66 0 -9 1
66 0 9 1
66 0 16 1
66 0 8 1
67 0 15 1
67 0 7 1
67 0 -27 1
67 0 -57 1
67 0 -13 1
67 0 -59 1
67 0 -11 1
67 0 -55 1
67 0 -61 1
78 0 -5 1
78 0 -69 1
78 0 -70 1
78 0 -71 1
78 0 -72 1
78 0 -3 1
78 0 -4 1
78 0 -73 1
40 0 9 1
40 0 8 1
40 0 7 1
16 0 -9 1
16 0 -10 1
16 0 -11 1
77 0 -3 1
77 0 -69 1
77 0 -71 1
54 0 -13 1
54 0 -14 1
54 0 -15 1
79 0 -5 1
79 0 -21 1
79 0 -69 1
79 0 -71 1
79 0 -23 1
79 0 -67 1
79 0 -73 1
80 0 -6 1
80 0 -21 1
80 0 -5 1
80 0 -23 1
80 0 -24 1
80 0 -75 1
80 0 -67 1
80 0 -69 1
80 0 -73 1
80 0 -72 1
80 0 -68 1
80 0 -71 1
80 0 -70 1
80 0 -7 1
80 0 -22 1
80 0 -74 1
80 0 -25 1
81 0 -7 1
81 0 -23 1
81 0 -71 1
81 0 -73 1
81 0 -25 1
81 0 -69 1
81 0 -75 1
83 0 -77 1
87 0 -81 1
89 0 -79 1
89 0 -77 1
89 0 -83 1
91 0 -81 1
91 0 -79 1
91 0 -85 1
